filename,category,mean,std,energy,sparsity,prompt
Beverages_0000.png,Beverages,0.4295463562011719,0.25340035557746887,0.24872171878814697,0.034590404480695724,"realistic photo of beverage section in supermarket, bottles and cartons with visible branding, real lighting from ceiling lamps, bokeh background, handheld shot"
Beverages_0001.png,Beverages,0.47477445006370544,0.23900552093982697,0.2825343608856201,3.941853719879873e-05,"realistic photo of beverage section in supermarket, bottles and cartons with visible branding, real lighting from ceiling lamps, bokeh background, handheld shot"
Beverages_0002.png,Beverages,0.43237200379371643,0.25140875577926636,0.2501518428325653,0.048025768250226974,"photo of milk bottles, juice boxes and soft drink cans on supermarket shelf, real grocery store lighting, handheld camera photo, visible price tags, slightly tilted angle, realistic reflections, depth of field, natural colors"
Beverages_0003.png,Beverages,0.44561639428138733,0.2703171670436859,0.2716452181339264,0.014462788589298725,"photo of milk bottles, juice boxes and soft drink cans on supermarket shelf, real grocery store lighting, handheld camera photo, visible price tags, slightly tilted angle, realistic reflections, depth of field, natural colors"
Beverages_0004.png,Beverages,0.4404124319553375,0.2627928853034973,0.26302313804626465,0.03524525836110115,"photo of milk bottles, juice boxes and soft drink cans on supermarket shelf, real grocery store lighting, handheld camera photo, visible price tags, slightly tilted angle, realistic reflections, depth of field, natural colors"
Beverages_0005.png,Beverages,0.46156206727027893,0.25187045335769653,0.27647820115089417,0.031607311218976974,"photo of milk bottles, juice boxes and soft drink cans on supermarket shelf, real grocery store lighting, handheld camera photo, visible price tags, slightly tilted angle, realistic reflections, depth of field, natural colors"
Beverages_0006.png,Beverages,0.35877498984336853,0.2733008861541748,0.20341277122497559,0.10177739709615707,"realistic photo of beverage section in supermarket, bottles and cartons with visible branding, real lighting from ceiling lamps, bokeh background, handheld shot"
Beverages_0007.png,Beverages,0.4131722152233124,0.24340187013149261,0.22995565831661224,0.0067291259765625,"photo of milk bottles, juice boxes and soft drink cans on supermarket shelf, real grocery store lighting, handheld camera photo, visible price tags, slightly tilted angle, realistic reflections, depth of field, natural colors"
Beverages_0008.png,Beverages,0.44343915581703186,0.2585597634315491,0.26349136233329773,0.0549825020134449,"photo of milk bottles, juice boxes and soft drink cans on supermarket shelf, real grocery store lighting, handheld camera photo, visible price tags, slightly tilted angle, realistic reflections, depth of field, natural colors"
Beverages_0009.png,Beverages,0.4372214376926422,0.258548766374588,0.2580099403858185,0.024819692596793175,"photo of milk bottles, juice boxes and soft drink cans on supermarket shelf, real grocery store lighting, handheld camera photo, visible price tags, slightly tilted angle, realistic reflections, depth of field, natural colors"
Beverages_0010.png,Beverages,0.4151080548763275,0.2291489690542221,0.22482390701770782,0.012453715316951275,"photo of milk bottles, juice boxes and soft drink cans on supermarket shelf, real grocery store lighting, handheld camera photo, visible price tags, slightly tilted angle, realistic reflections, depth of field, natural colors"
Beverages_0011.png,Beverages,0.4149603843688965,0.2740013599395752,0.24726875126361847,0.02824910543859005,"photo of milk bottles, juice boxes and soft drink cans on supermarket shelf, real grocery store lighting, handheld camera photo, visible price tags, slightly tilted angle, realistic reflections, depth of field, natural colors"
